"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Content of total sugars estimating 1-9|CO_331:0000766","Content of starch in raw storage roots estimating 1-9|CO_331:0001055","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of calcium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001029","Content of magnesium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001030","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2012UMB-AT04","","","","","","","","","MZP2012UMB-AT04-00049","","","","26","18","4","7","8","18","18","45","45","7","4","17","1","3","3","3","3","9","5","3.25","1.85","0.82","39.33","81.23","43.82","48.09","12.93","17.56","1.6","11","28","90","0.155555556","0.088888889","0.122222222","5","3.461538462","2.5","1.730769231","0.611111111","0.423076923","0.944444444","0.653846154","50","39.28571429","69.23076923","9.971509972","14.40329218","15.66951567","22.63374486","24.21652422","34.97942387","39.88603989","57.61316872"
"","","MZP2012UMB-AT04","","","","","","","","","MZP2012UMB-AT04-00050","","","","26","14","2","4","7","14","14","46","34","7","2.2","6","3","3","1","3","7","7","3","2.56","1.35","0.75","26.66","95.64","7.98","58.24","7.37","10.27","5.61","9.2","15.2","80","0.152173913","0.064705882","0.115","5.714285714","3.076923077","3.285714286","1.769230769","0.657142857","0.353846154","0.428571429","0.230769231","57.5","60.52631579","53.84615385","9.971509972","18.51851852","13.10541311","24.33862434","8.547008547","15.87301587","21.65242165","40.21164021"
"","","MZP2012UMB-AT04","","","","","","","","","MZP2012UMB-AT04-00051","","","","26","10","4","5","5","9","9","12","40","2","1.4","10","5","5","2","3","3","5","5","2.83","1.38","0.85","103.87","85.68","16.53","62.28","4.96","6.69","7.56","3.4","13.4","52","0.166666667","0.035","0.065384615","5.777777778","2","1.333333333","0.461538462","0.377777778","0.130769231","1.111111111","0.384615385","23.07692308","25.37313433","34.61538462","2.849002849","8.230452675","4.843304843","13.99176955","14.24501425","41.15226337","19.08831909","55.14403292"
"","","MZP2012UMB-AT04","","","","","","","","","MZP2012UMB-AT04-00052","","","","26","14","3","4","5","9","9","16","11","4","1.2","7","3","5","1","1","5","7","3","3.43","1.71","0.98","26.42","69.81","35.55","58.86","5.52","7.81","7.83","5.2","12.2","27","0.25","0.109090909","0.192592593","3","1.038461538","1.777777778","0.615384615","0.577777778","0.2","0.777777778","0.269230769","59.25925926","42.62295082","34.61538462","5.698005698","16.46090535","7.407407407","21.39917695","9.971509972","28.80658436","17.37891738","50.20576132"
"","","MZP2012UMB-AT04","","","","","","","","","MZP2012UMB-AT04-00053","","","","26","6","4","7","4","3","3","3","10","1.2","1","2.8","5","5","1","1","5","5","5","3.9","1.76","0.98","37.34","86.99","27.76","56.94","5.28","7.82","10.61","2.2","5","13","0.4","0.1","0.169230769","4.333333333","0.5","1","0.115384615","0.733333333","0.084615385","0.933333333","0.107692308","23.07692308","44","11.53846154","1.709401709","14.81481481","3.133903134","27.16049383","3.988603989","34.56790123","7.122507123","61.72839506"
"","","MZP2012UMB-AT04","","","","","","","","","MZP2012UMB-AT04-00054","","","","26","24","3","4","9","17","17","50","34","11","4","15","1","1","1","1","3","7","5","2.53","1.44","0.88","106.62","95.75","15.95","64.54","6.38","8.84","0.86","15","30","84","0.22","0.117647059","0.178571429","4.941176471","3.230769231","2.941176471","1.923076923","0.882352941","0.576923077","0.882352941","0.576923077","59.52380952","50","65.38461538","15.66951567","23.96514161","21.36752137","32.67973856","21.36752137","32.67973856","42.73504274","65.35947712"
"","","MZP2012UMB-AT04","","","","","","","","","MZP2012UMB-AT04-00055","","","","26","22","3","3","7","11","10","20","5","0.6","0.6","10","1","1","2","1","5","7","5","3.47","1.54","0.95","62.87","68.15","43.44","59.27","3.66","5.14","13.69","1.2","11.2","25","0.03","0.12","0.048","2.272727273","0.961538462","1.818181818","0.769230769","0.109090909","0.046153846","0.909090909","0.384615385","80","10.71428571","42.30769231","0.854700855","2.02020202","1.709401709","4.04040404","14.24501425","33.67003367","15.95441595","37.71043771"
"","","MZP2012UMB-AT04","","","","","","","","","MZP2012UMB-AT04-00056","","","","26","26","2","1","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2012UMB-AT04","","","","","","","","","MZP2012UMB-AT04-00057","","","","26","14","1","1","5","14","13","28","13","2","2","30","3","5","1","1","3","9","3","3.18","1.78","1.03","133.89","115.13","26.81","54.27","6.68","9.3","8.17","4","34","41","0.071428571","0.153846154","0.097560976","2.928571429","1.576923077","2","1.076923077","0.285714286","0.153846154","2.142857143","1.153846154","68.29268293","11.76470588","53.84615385","2.849002849","5.291005291","5.698005698","10.58201058","42.73504274","79.36507937","48.43304843","89.94708995"
"","","MZP2012UMB-AT04","","","","","","","","","MZP2012UMB-AT04-00058","","","","26","26","6","1","7","9","9","9","1","0.1","0.1","7","5","5","1","1","7","7","1","7","2.48","1.48","361.12","176.09","36.05","49.23","8.23","12.07","6.98","0.2","7.2","10","0.011111111","0.1","0.02","1.111111111","0.384615385","1","0.346153846","0.022222222","0.007692308","0.777777778","0.269230769","90","2.777777778","34.61538462","0.142450142","0.411522634","0.284900285","0.823045267","9.971509972","28.80658436","10.25641026","29.62962963"
"","","MZP2012UMB-AT04","","","","","","","","","MZP2012UMB-AT04-00059","","","","26","17","1","1","3","10","6","7","2","","","","","","","","","","","","","","","","","","","","","","","9","","","","0.9","0.346153846","0.7","0.269230769","","","","","77.77777778","","38.46153846","","","","","","","",""
"","","MZP2012UMB-AT04","","","","","","","","","MZP2012UMB-AT04-00060","","","","26","23","7","1","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2012UMB-AT04","","","","","","","","","MZP2012UMB-AT04-00061","","","","26","26","2","2","6","12","12","30","8","1.6","1.6","8","1","3","1","1","5","5","5","4.08","2.03","1.3","170.9","124.21","45.69","45.38","7.56","10.67","16.37","3.2","11.2","38","0.053333333","0.2","0.084210526","3.166666667","1.461538462","2.5","1.153846154","0.266666667","0.123076923","0.666666667","0.307692308","78.94736842","28.57142857","46.15384615","2.279202279","4.938271605","4.558404558","9.87654321","11.3960114","24.69135802","15.95441595","34.56790123"
"","","MZP2012UMB-AT04","","","","","","","","","MZP2012UMB-AT04-00062","","","","26","26","2","1","6","15","15","39","7","1.8","1.8","14","1","4","1","1","3","7","5","2.23","1.08","0.63","1.27","52.29","15.18","71.82","3.52","4.74","3.03","3.6","17.6","46","0.046153846","0.257142857","0.07826087","3.066666667","1.769230769","2.6","1.5","0.24","0.138461538","0.933333333","0.538461538","84.7826087","20.45454545","57.69230769","2.564102564","4.444444444","5.128205128","8.888888889","19.94301994","34.56790123","25.07122507","43.45679012"
"","","MZP2012UMB-AT04","","","","","","","","","MZP2012UMB-AT04-00063","","","","26","16","1","1","4","16","16","57","9","2","2","15","3","2","1","1","5","5","5","2.84","1.62","0.8","46.29","77.97","11.38","51.84","12.96","17.51","0","4","19","66","0.035087719","0.222222222","0.060606061","4.125","2.538461538","3.5625","2.192307692","0.25","0.153846154","0.9375","0.576923077","86.36363636","21.05263158","61.53846154","2.849002849","4.62962963","5.698005698","9.259259259","21.36752137","34.72222222","27.06552707","43.98148148"
"","","MZP2012UMB-AT04","","","","","","","","","MZP2012UMB-AT04-00064","","","","26","26","1","1","7","14","13","22","5","1.8","1.8","7","1","3","1","1","3","9","3","","","","","","","","","","","3.6","10.6","27","0.081818182","0.36","0.133333333","1.928571429","1.038461538","1.571428571","0.846153846","0.257142857","0.138461538","0.5","0.269230769","81.48148148","33.96226415","53.84615385","2.564102564","4.761904762","5.128205128","9.523809524","9.971509972","18.51851852","15.0997151","28.04232804"
"","","MZP2012UMB-AT04","","","","","","","","","MZP2012UMB-AT04-00065","","","","26","26","3","1","6","12","10","30","6","1.5","1.5","8","2","2","1","1","7","7","3","1.84","1.33","0.88","97.14","82.83","0","66.03","6.53","9.16","0","3","11","36","0.05","0.25","0.083333333","3","1.384615385","2.5","1.153846154","0.25","0.115384615","0.666666667","0.307692308","83.33333333","27.27272727","46.15384615","2.136752137","4.62962963","4.273504274","9.259259259","11.3960114","24.69135802","15.66951567","33.95061728"
"","","MZP2012UMB-AT04","","","","","","","","","MZP2012UMB-AT04-00066","","","","26","26","4","1","5","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.846153846","","","","","","","",""
"","","MZP2012UMB-AT04","","","","","","","","","MZP2012UMB-AT04-00067","","","","26","26","1","1","6","8","8","25","6","2","2","5","1","1","1","1","6","6","5","2.65","1.01","0.76","32.75","65.69","0","67","4.3","6.22","3.63","4","9","31","0.08","0.333333333","0.129032258","3.875","1.192307692","3.125","0.961538462","0.5","0.153846154","0.625","0.192307692","80.64516129","44.44444444","30.76923077","2.849002849","9.259259259","5.698005698","18.51851852","7.122507123","23.14814815","12.82051282","41.66666667"
"","","MZP2012UMB-AT04","","","","","","","","","MZP2012UMB-AT04-00068","","","","26","23","1","1","6","11","11","19","3","1.5","1.5","8","4","3","1","1","7","5","1","","","","","","","","","","","3","11","22","0.078947368","0.5","0.136363636","2","0.846153846","1.727272727","0.730769231","0.272727273","0.115384615","0.727272727","0.307692308","86.36363636","27.27272727","42.30769231","2.136752137","5.050505051","4.273504274","10.1010101","11.3960114","26.93602694","15.66951567","37.03703704"
"","","MZP2012UMB-AT04","","","","","","","","","MZP2012UMB-AT04-00069","","","","26","26","2","1","8","21","21","53","10","6","6","11","1","4","1","1","3","5","6","4.29","1.59","1.12","125.88","75.86","36.88","62.08","4.55","6.58","7.68","12","23","63","0.113207547","0.6","0.19047619","3","2.423076923","2.523809524","2.038461538","0.571428571","0.461538462","0.523809524","0.423076923","84.12698413","52.17391304","80.76923077","8.547008547","10.58201058","17.09401709","21.16402116","15.66951567","19.40035273","32.76353276","40.5643739"
"","","MZP2012UMB-AT04","","","","","","","","","MZP2012UMB-AT04-00070","","","","26","12","1","2","3","12","4","5","2","1.2","1.2","13","5","5","1","1","7","6","3","3.55","1.77","1.02","60.88","74.27","31.39","50.38","11.08","15.07","2.45","2.4","15.4","7","0.24","0.6","0.342857143","0.583333333","0.269230769","0.416666667","0.192307692","0.2","0.092307692","1.083333333","0.5","71.42857143","15.58441558","46.15384615","1.709401709","3.703703704","3.418803419","7.407407407","18.51851852","40.12345679","21.93732194","47.5308642"
"","","MZP2012UMB-AT04","","","","","","","","","MZP2012UMB-AT04-00071","","","","26","26","1","1","9","5","3","5","1","0.1","0.1","2","1","3","1","1","5","6","3","2.15","1.33","0.71","44.87","79.04","16.88","59.1","7.94","11.09","4.44","0.2","2.2","6","0.02","0.1","0.033333333","1.2","0.230769231","1","0.192307692","0.04","0.007692308","0.4","0.076923077","83.33333333","9.090909091","19.23076923","0.142450142","0.740740741","0.284900285","1.481481481","2.849002849","14.81481481","3.133903134","16.2962963"
"","","MZP2012UMB-AT04","","","","","","","","","MZP2012UMB-AT04-00072","","","","26","26","3","1","4","17","13","26","3","2","2","19","3","1","1","3","5","7","3","3.3","1.52","1.1","121.03","83.57","35.28","62.6","4.37","6.26","6.58","4","23","29","0.076923077","0.666666667","0.137931034","1.705882353","1.115384615","1.529411765","1","0.235294118","0.153846154","1.117647059","0.730769231","89.65517241","17.39130435","65.38461538","2.849002849","4.357298475","5.698005698","8.71459695","27.06552707","41.39433551","32.76353276","50.10893246"
"","","MZP2012UMB-AT04","","","","","","","","","MZP2012UMB-AT04-00073","","","","26","15","4","1","4","2","2","7","3","","","","","","","","","","","","","","","","","","","","","","","10","","","","5","0.384615385","3.5","0.269230769","","","","","70","","7.692307692","","","","","","","",""
"","","MZP2012UMB-AT04","","","","","","","","","MZP2012UMB-AT04-00074","","","","26","11","6","1","2","11","8","19","4","1","1","2","3","1","2","1","9","7","1","3.62","1.56","0.82","40.41","62.59","18.7","52.67","9.55","12.72","5.79","2","4","23","0.052631579","0.25","0.086956522","2.090909091","0.884615385","1.727272727","0.730769231","0.181818182","0.076923077","0.181818182","0.076923077","82.60869565","50","42.30769231","1.424501425","3.367003367","2.849002849","6.734006734","2.849002849","6.734006734","5.698005698","13.46801347"
"","","MZP2012UMB-AT04","","","","","","","","","MZP2012UMB-AT04-00075","","","","26","24","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2012UMB-AT04","","","","","","","","","MZP2012UMB-AT04-00076","","","","26","26","1","1","6","11","6","3","2","1.2","1.2","22","7","5","2","3","7","7","3","2.44","1.35","0.79","6.25","62.68","12.61","63.03","4.08","5.71","8.36","2.4","24.4","5","0.4","0.6","0.48","0.454545455","0.192307692","0.272727273","0.115384615","0.218181818","0.092307692","2","0.846153846","60","9.836065574","42.30769231","1.709401709","4.04040404","3.418803419","8.080808081","31.33903134","74.07407407","34.75783476","82.15488215"
"","","MZP2012UMB-AT04","","","","","","","","","MZP2012UMB-AT04-00077","","","","26","26","3","6","6","6","6","7","4","1","1","5","1","5","1","1","7","5","1","","","","","","","","","","","2","7","11","0.142857143","0.25","0.181818182","1.833333333","0.423076923","1.166666667","0.269230769","0.333333333","0.076923077","0.833333333","0.192307692","63.63636364","28.57142857","23.07692308","1.424501425","6.172839506","2.849002849","12.34567901","7.122507123","30.86419753","9.971509972","43.20987654"
"","","MZP2012UMB-AT04","","","","","","","","","MZP2012UMB-AT04-00078","","","","26","24","1","2","5","4","3","5","3","","","","","","","","","","","","","","","","","","","","","","","8","","","","2","0.307692308","1.25","0.192307692","","","","","62.5","","15.38461538","","","","","","","",""
"","","MZP2012UMB-AT04","","","","","","","","","MZP2012UMB-AT04-00079","","","","26","8","1","1","2","7","4","8","2","0.1","0.1","11","1","5","1","5","3","7","7","3.19","1.6","0.76","0","73.06","15.56","52.44","10.08","13.79","3.57","0.2","11.2","10","0.0125","0.05","0.02","1.428571429","0.384615385","1.142857143","0.307692308","0.028571429","0.007692308","1.571428571","0.423076923","80","1.785714286","26.92307692","0.142450142","0.529100529","0.284900285","1.058201058","15.66951567","58.2010582","15.95441595","59.25925926"
"","","MZP2012UMB-AT04","","","","","","","","","MZP2012UMB-AT04-00080","","","","26","12","2","1","4","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.53846154","","","","","","","",""
"","","MZP2012UMB-AT04","","","","","","","","","MZP2012UMB-AT04-00081","","","","26","20","1","1","6","8","6","7","2","1","1","7","5","7","1","3","5","5","3","3.84","2.16","1.33","140.44","150.47","45.26","51.43","5.33","8.13","12","2","9","9","0.142857143","0.5","0.222222222","1.125","0.346153846","0.875","0.269230769","0.25","0.076923077","0.875","0.269230769","77.77777778","22.22222222","30.76923077","1.424501425","4.62962963","2.849002849","9.259259259","9.971509972","32.40740741","12.82051282","41.66666667"
"","","MZP2012UMB-AT04","","","","","","","","","MZP2012UMB-AT04-00082","","","","26","15","1","3","5","14","13","22","8","2","2","8","1","3","1","1","5","5","5","","","","","","","","","","","4","12","30","0.090909091","0.25","0.133333333","2.142857143","1.153846154","1.571428571","0.846153846","0.285714286","0.153846154","0.571428571","0.307692308","73.33333333","33.33333333","53.84615385","2.849002849","5.291005291","5.698005698","10.58201058","11.3960114","21.16402116","17.09401709","31.74603175"
"","","MZP2012UMB-AT04","","","","","","","","","MZP2012UMB-AT04-00083","","","","26","26","1","1","6","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.846153846","","","","","","","",""
"","","MZP2012UMB-AT04","","","","","","","","","MZP2012UMB-AT04-00084","","","","26","26","1","2","5","8","2","2","1","0.1","0.1","17","3","1","2","5","5","9","5","","","","","","","","","","","0.2","17.2","3","0.05","0.1","0.066666667","0.375","0.115384615","0.25","0.076923077","0.025","0.007692308","2.125","0.653846154","66.66666667","1.162790698","30.76923077","0.142450142","0.462962963","0.284900285","0.925925926","24.21652422","78.7037037","24.5014245","79.62962963"
"","","MZP2012UMB-AT04","","","","","","","","","MZP2012UMB-AT04-00085","","","","26","23","1","1","6","10","9","12","4","2","2","13","1","5","1","5","5","7","7","3.58","1.73","0.99","14.71","61.74","0","61.01","7.93","10.79","0","4","17","16","0.166666667","0.5","0.25","1.6","0.615384615","1.2","0.461538462","0.4","0.153846154","1.3","0.5","75","23.52941176","38.46153846","2.849002849","7.407407407","5.698005698","14.81481481","18.51851852","48.14814815","24.21652422","62.96296296"
"","","MZP2012UMB-AT04","","","","","","","","","MZP2012UMB-AT04-00086","","","","26","18","1","1","7","14","12","19","24","4","2.5","9","3","1","2","1","5","7","3","2.06","1.44","0.91","158.08","118.08","3.53","59.76","8.97","12.14","1.6","6.5","15.5","43","0.210526316","0.104166667","0.151162791","3.071428571","1.653846154","1.357142857","0.730769231","0.464285714","0.25","0.642857143","0.346153846","44.18604651","41.93548387","53.84615385","5.698005698","10.58201058","9.259259259","17.1957672","12.82051282","23.80952381","22.07977208","41.00529101"
"","","MZP2012UMB-AT04","","","","","","","","","MZP2012UMB-AT04-00087","","","","26","20","1","1","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2012UMB-AT04","","","","","","","","","MZP2012UMB-AT04-00088","","","","26","14","1","1","6","3","3","4","0","1.2","0","1","3","1","1","1","7","9","1","3.21","1.15","0.9","30.89","65.6","0","70.1","2.49","3.8","3.65","1.2","2.2","4","0.3","","0.3","1.333333333","0.153846154","1.333333333","0.153846154","0.4","0.046153846","0.333333333","0.038461538","100","54.54545455","11.53846154","1.709401709","14.81481481","1.709401709","14.81481481","1.424501425","12.34567901","3.133903134","27.16049383"
"","","MZP2012UMB-AT04","","","","","","","","","MZP2012UMB-AT04-00089","","","","26","13","1","1","5","13","13","30","24","8","2","9","1","1","2","1","3","9","5","","","","","","","","","","","10","19","54","0.266666667","0.083333333","0.185185185","4.153846154","2.076923077","2.307692308","1.153846154","0.769230769","0.384615385","0.692307692","0.346153846","55.55555556","52.63157895","50","11.3960114","22.79202279","14.24501425","28.49002849","12.82051282","25.64102564","27.06552707","54.13105413"
"","","MZP2012UMB-AT04","","","","","","","","","MZP2012UMB-AT04-00090","","","","26","15","2","4","5","15","11","18","73","3","4","16","7","3","2","1","7","7","1","3.17","1.6","0.85","85.22","79.39","34.42","60.31","5.53","7.3","6.54","7","23","91","0.166666667","0.054794521","0.076923077","6.066666667","3.5","1.2","0.692307692","0.466666667","0.269230769","1.066666667","0.615384615","19.78021978","30.43478261","57.69230769","4.273504274","7.407407407","9.971509972","17.28395062","22.79202279","39.50617284","32.76353276","56.79012346"
"","","MZP2012UMB-AT04","","","","","","","","","MZP2012UMB-AT04-00091","","","","26","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2012UMB-AT04","","","","","","","","","MZP2012UMB-AT04-00092","","","","26","13","2","3","3","13","13","22","12","5.5","1.8","8","1","1","1","1","7","9","1","","","","","","","","","","","7.3","15.3","34","0.25","0.15","0.214705882","2.615384615","1.307692308","1.692307692","0.846153846","0.561538462","0.280769231","0.615384615","0.307692308","64.70588235","47.7124183","50","7.834757835","15.66951567","10.3988604","20.7977208","11.3960114","22.79202279","21.79487179","43.58974359"
"","","MZP2012UMB-AT04","","","","","","","","","MZP2012UMB-AT04-00093","","","","26","16","1","1","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2012UMB-AT04","","","","","","","","","MZP2012UMB-AT04-00094","","","","26","14","1","1","5","12","8","18","6","2.4","0.2","20","1","5","2","1","6","5","1","3.86","1.65","1.01","92.61","74.29","41.46","56.2","6.12","8.45","10.53","2.6","22.6","24","0.133333333","0.033333333","0.108333333","2","0.923076923","1.5","0.692307692","0.216666667","0.1","1.666666667","0.769230769","75","11.50442478","46.15384615","3.418803419","7.407407407","3.703703704","8.024691358","28.49002849","61.72839506","32.19373219","69.75308642"
"","","MZP2012UMB-AT04","","","","","","","","","MZP2012UMB-AT04-00095","","","","26","16","1","1","4","10","10","37","24","7","2","8","1","3","3","1","5","3","5","3.88","1.95","1.22","193.35","106.09","41.72","52.11","8.05","10.94","8.14","9","17","61","0.189189189","0.083333333","0.147540984","6.1","2.346153846","3.7","1.423076923","0.9","0.346153846","0.8","0.307692308","60.6557377","52.94117647","38.46153846","9.971509972","25.92592593","12.82051282","33.33333333","11.3960114","29.62962963","24.21652422","62.96296296"
"","","MZP2012UMB-AT04","","","","","","","","","MZP2012UMB-AT04-00096","","","","26","12","1","1","6","10","8","14","7","4","0.2","2","1","1","1","1","6","8","1","2.6","1.52","0.91","43.38","71.01","18.14","57.53","5.57","7.36","10.09","4.2","6.2","21","0.285714286","0.028571429","0.2","2.1","0.807692308","1.4","0.538461538","0.42","0.161538462","0.2","0.076923077","66.66666667","67.74193548","38.46153846","5.698005698","14.81481481","5.982905983","15.55555556","2.849002849","7.407407407","8.831908832","22.96296296"
"","","MZP2012UMB-AT04","","","","","","","","","MZP2012UMB-AT04-00097","","","","26","19","1","1","5","7","4","6","5","2","0.2","5","1","1","2","1","7","9","3","3.67","1.6","0.9","65.74","81.14","22.68","57.38","7.38","10.18","3.87","2.2","7.2","11","0.333333333","0.04","0.2","1.571428571","0.423076923","0.857142857","0.230769231","0.314285714","0.084615385","0.714285714","0.192307692","54.54545455","30.55555556","26.92307692","2.849002849","10.58201058","3.133903134","11.64021164","7.122507123","26.45502646","10.25641026","38.0952381"
"","","MZP2012UMB-AT04","","","","","","","","","MZP2012UMB-AT04-00098","","","","26","11","1","1","2","5","4","5","6","1","0.1","4","6","5","1","1","7","8","1","4.5","2.14","1.45","171.33","131.95","48.87","49.24","3.32","5.2","20.33","1.1","5.1","11","0.2","0.016666667","0.1","2.2","0.423076923","1","0.192307692","0.22","0.042307692","0.8","0.153846154","45.45454545","21.56862745","19.23076923","1.424501425","7.407407407","1.566951567","8.148148148","5.698005698","29.62962963","7.264957265","37.77777778"
"","","MZP2012UMB-AT04","","","","","","","","","MZP2012UMB-AT04-00099","","","","26","11","1","1","4","11","10","31","30","3","1.5","6","5","5","2","1","7","5","1","","","","","","","","","","","4.5","10.5","61","0.096774194","0.05","0.073770492","5.545454545","2.346153846","2.818181818","1.192307692","0.409090909","0.173076923","0.545454545","0.230769231","50.81967213","42.85714286","42.30769231","4.273504274","10.1010101","6.41025641","15.15151515","8.547008547","20.2020202","14.95726496","35.35353535"
"","","MZP2012UMB-AT04","","","","","","","","","MZP2012UMB-AT04-00100","","","","26","12","1","3","4","3","3","7","6","1.8","0.2","4","1","3","2","2","7","5","1","3.4","1.6","0.91","57.22","78.37","19.98","59.04","6.83","9.25","3.27","2","6","13","0.257142857","0.033333333","0.153846154","4.333333333","0.5","2.333333333","0.269230769","0.666666667","0.076923077","1.333333333","0.153846154","53.84615385","33.33333333","11.53846154","2.564102564","22.22222222","2.849002849","24.69135802","5.698005698","49.38271605","8.547008547","74.07407407"
"","","MZP2012UMB-AT04","","","","","","","","","MZP2012UMB-AT04-00101","","","","26","17","1","1","2","12","12","29","32","7","2","6","3","3","2","1","6","7","1","3.12","1.7","1.11","71.96","80.88","35.3","62.63","4.07","5.88","4.75","9","15","61","0.24137931","0.0625","0.147540984","5.083333333","2.346153846","2.416666667","1.115384615","0.75","0.346153846","0.5","0.230769231","47.54098361","60","46.15384615","9.971509972","21.60493827","12.82051282","27.77777778","8.547008547","18.51851852","21.36752137","46.2962963"
"","","MZP2012UMB-AT04","","","","","","","","","MZP2012UMB-AT04-00102","","","","26","22","1","3","6","8","6","12","5","3.6","0.1","5","3","3","2","1","5","5","4","3.1","1.56","0.97","166.6","98.41","25.92","57.96","8.62","11.83","3.2","3.7","8.7","17","0.3","0.02","0.217647059","2.125","0.653846154","1.5","0.461538462","0.4625","0.142307692","0.625","0.192307692","70.58823529","42.52873563","30.76923077","5.128205128","16.66666667","5.270655271","17.12962963","7.122507123","23.14814815","12.39316239","40.27777778"
"","","MZP2012UMB-AT04","","","","","","","","","MZP2012UMB-AT04-00103","","","","26","15","1","1","5","15","11","16","14","2.5","0.4","16","6","3","1","1","6","8","3","2.98","1.73","0.89","111.97","80.22","42.09","49.68","12.58","16.99","2","2.9","18.9","30","0.15625","0.028571429","0.096666667","2","1.153846154","1.066666667","0.615384615","0.193333333","0.111538462","1.066666667","0.615384615","53.33333333","15.34391534","57.69230769","3.561253561","6.172839506","4.131054131","7.160493827","22.79202279","39.50617284","26.92307692","46.66666667"
"","","MZP2012UMB-AT04","","","","","","","","","MZP2012UMB-AT04-00104","","","","26","18","1","1","8","4","3","6","6","2.6","0.2","4.5","3","4","2","1","6","7","1","","","","","","","","","","","2.8","7.3","12","0.433333333","0.033333333","0.233333333","3","0.461538462","1.5","0.230769231","0.7","0.107692308","1.125","0.173076923","50","38.35616438","15.38461538","3.703703704","24.07407407","3.988603989","25.92592593","6.41025641","41.66666667","10.3988604","67.59259259"
