LABEL	NAME	UNIQUENAME	GENOTYPE	SYNONYM1	SYNONYM2	PLOIDY	INSTITUTE	GERMPLASM_GROUP	CURATOR	PROJECT_NAME	CATEGORY	PROJECT_TYPE	YEAR	PROJECT_DESCRIPTION	LOCATION	LOCATION_CODE
97	Beauregard-1					6	Mozambique-CIP		bdeboeck							
98	Beauregard-18					6	Mozambique-CIP		bdeboeck							
99	Beauregard-2					6	Mozambique-CIP		bdeboeck							
100	Beauregard-21					6	Mozambique-CIP		bdeboeck							
101	Beauregard-27					6	Mozambique-CIP		bdeboeck							
102	Bela					6	Mozambique-CIP		bdeboeck							
103	Bengal-1					6	Mozambique-CIP		bdeboeck							
104	Bengal-2					6	Mozambique-CIP		bdeboeck							
105	Bengal-3					6	Mozambique-CIP		bdeboeck							
106	Bengal-4					6	Mozambique-CIP		bdeboeck							
107	Bengal-5					6	Mozambique-CIP		bdeboeck							
108	Beniazuma					6	Ghana-CIP		bdeboeck							
109	Benikomachi					6	Ghana-CIP		bdeboeck							
110	BF59xCIP4	Heere				6	Ghana-CIP		bdeboeck							
111	BF92xTib2					6	Ghana-CIP		bdeboeck							
112	Bita					6	Mozambique-CIP		bdeboeck							
113	Bitambi	PU2014_B57				6	Uganda-CIP		bdeboeck							
114	Blesbok					6	Peru-CIP		bdeboeck							
115	Blesbok-1					6	Mozambique-CIP		bdeboeck							
116	Blesbok-2					6	Mozambique-CIP		bdeboeck							
117	Blue_Blue					6	Ghana-CIP		bdeboeck							
118	BND145L	PU2014_B38				6	Uganda-CIP		bdeboeck							
119	Bost					6	Ghana-CIP		bdeboeck							
120	BPI-SP-2					6	Ghana-CIP		bdeboeck							
121	Bravinha_Laranja					6	Mozambique-CIP		bdeboeck							
122	Brondal					6	Peru-CIP		bdeboeck							
123	BSH740	PU2014_A16				6	Uganda-CIP		bdeboeck							
124	BSH741	Mugiga	 PU2014_B37			6	Uganda-CIP		bdeboeck							
125	Btita2					6	Ghana-CIP		bdeboeck							
126	Bun5					6	Ghana-CIP		bdeboeck							
127	Caelan					6	Mozambique-CIP		bdeboeck							
128	Caplina					6	Peru-CIP		bdeboeck							
129	CARI9					6	Ghana-CIP		bdeboeck							
130	Caromex	PU2014_B70				6	Uganda-CIP		bdeboeck							
131	Carrot_C	PU2014_A01				6	Uganda-CIP		bdeboeck							
132	Carrot-Dar-OFSP28					6	Ghana-CIP		bdeboeck							
133	Cecilia	Ejumula_25				6	Uganda-CIP		bdeboeck							
134	Cemsa_74-228	Cemsa	 CRI-Ligri	 CIP444198		6	Uganda-CIP		bdeboeck							
135	Cemsa_78-326					6	Ghana-CIP		bdeboeck							
136	Check(Libertada)					6	Mozambique-CIP		bdeboeck							
137	Chingova					6	Mozambique-CIP		bdeboeck							
138	Chingova-4					6	Mozambique-CIP		bdeboeck							
139	ChingovaXResisto-16					6	Mozambique-CIP		bdeboeck							
140	ChingovaXResisto-17					6	Mozambique-CIP		bdeboeck							
141	Chissicuana2					6	Mozambique-CIP		bdeboeck							
142	CIP105269.1					6	Uganda-CIP		bdeboeck							
143	CIP105269.10	BT05.230				6	Uganda-CIP		bdeboeck							
144	CIP105269.100	BT05.330				6	Uganda-CIP		bdeboeck							
145	CIP105269.101	BT05.331				6	Uganda-CIP		bdeboeck							
146	CIP105269.102	BT05.332				6	Uganda-CIP		bdeboeck							
147	CIP105269.104	BT05.334				6	Uganda-CIP		bdeboeck							
148	CIP105269.107	BT05.337				6	Uganda-CIP		bdeboeck							
149	CIP105269.108	BT05.338				6	Uganda-CIP		bdeboeck							
150	CIP105269.111	BT05.341				6	Uganda-CIP		bdeboeck							
151	CIP105269.112	BT05.342				6	Uganda-CIP		bdeboeck							
152	CIP105269.114	BT05.344				6	Uganda-CIP		bdeboeck							
153	CIP105269.115	BT05.345				6	Uganda-CIP		bdeboeck							
154	CIP105269.117	BT05.348				6	Uganda-CIP		bdeboeck							
155	CIP105269.118	BT05.349				6	Uganda-CIP		bdeboeck							
156	CIP105269.119	BT05.351				6	Uganda-CIP		bdeboeck							
157	CIP105269.12	BT05.232				6	Uganda-CIP		bdeboeck							
158	CIP105269.120	BT05.352				6	Uganda-CIP		bdeboeck							
159	CIP105269.121	BT05.353				6	Uganda-CIP		bdeboeck							
160	CIP105269.122	BT05.354				6	Uganda-CIP		bdeboeck							
161	CIP105269.124	BT05.357				6	Uganda-CIP		bdeboeck							
162	CIP105269.125	BT05.358				6	Uganda-CIP		bdeboeck							
163	CIP105269.127	BT05.360				6	Uganda-CIP		bdeboeck							
164	CIP105269.128	BT05.361				6	Uganda-CIP		bdeboeck							
165	CIP105269.129	BT05.362				6	Uganda-CIP		bdeboeck							
166	CIP105269.13	BT05.233				6	Uganda-CIP		bdeboeck							
167	CIP105269.132	BT05.365				6	Uganda-CIP		bdeboeck							
168	CIP105269.133	BT05.367				6	Uganda-CIP		bdeboeck							
169	CIP105269.134	BT05.368				6	Uganda-CIP		bdeboeck							
170	CIP105269.135	BT05.369				6	Uganda-CIP		bdeboeck							
171	CIP105269.137	BT05.371				6	Uganda-CIP		bdeboeck							
172	CIP105269.141	BT05.375				6	Uganda-CIP		bdeboeck							
173	CIP105269.142	BT05.376				6	Uganda-CIP		bdeboeck							
174	CIP105269.143	BT05.377				6	Uganda-CIP		bdeboeck							
175	CIP105269.144	BT05.378				6	Uganda-CIP		bdeboeck							
176	CIP105269.145	BT05.379				6	Uganda-CIP		bdeboeck							
177	CIP105269.146	BT05.381				6	Uganda-CIP		bdeboeck							
178	CIP105269.147	BT05.382				6	Uganda-CIP		bdeboeck							
179	CIP105269.151	BT05.388				6	Uganda-CIP		bdeboeck							
180	CIP105269.152	BT05.389				6	Uganda-CIP		bdeboeck							
181	CIP105269.154	BT05.394				6	Uganda-CIP		bdeboeck							
182	CIP105269.155	BT05.395				6	Uganda-CIP		bdeboeck							
183	CIP105269.156	BT05.396				6	Uganda-CIP		bdeboeck							
184	CIP105269.157	BT05.397				6	Uganda-CIP		bdeboeck							
185	CIP105269.158	BT05.398				6	Uganda-CIP		bdeboeck							
186	CIP105269.160	BT05.400				6	Uganda-CIP		bdeboeck							
187	CIP105269.161	BT05.401				6	Uganda-CIP		bdeboeck							
188	CIP105269.163	BT05.403				6	Uganda-CIP		bdeboeck							
189	CIP105269.166	BT05.406				6	Uganda-CIP		bdeboeck							
190	CIP105269.167	BT05.408				6	Uganda-CIP		bdeboeck							
191	CIP105269.168	BT05.409				6	Uganda-CIP		bdeboeck							
192	CIP105269.172	BT05.415				6	Uganda-CIP		bdeboeck							
193	CIP105269.176	BT05.419				6	Uganda-CIP		bdeboeck							
194	CIP105269.177	BT05.420				6	Uganda-CIP		bdeboeck							
195	CIP105269.18	BT05.239				6	Uganda-CIP		bdeboeck							
196	CIP105269.181	BT05.424				6	Uganda-CIP		bdeboeck							
197	CIP105269.184	BT05.427				6	Uganda-CIP		bdeboeck							
198	CIP105269.186	BT05.429				6	Uganda-CIP		bdeboeck							
199	CIP105269.187	BT05.430				6	Uganda-CIP		bdeboeck							
200	CIP105269.194	BT05.438				6	Uganda-CIP		bdeboeck							
201	CIP105269.197	BT05.447				6	Uganda-CIP		bdeboeck							
202	CIP105269.198	BT05.449				6	Uganda-CIP		bdeboeck							
203	CIP105269.199	BT05.454				6	Uganda-CIP		bdeboeck							
204	CIP105269.22	BT05.243				6	Uganda-CIP		bdeboeck							
205	CIP105269.23	BT05.246				6	Uganda-CIP		bdeboeck							
206	CIP105269.24	BT05.247				6	Uganda-CIP		bdeboeck							
207	CIP105269.25	BT05.248				6	Uganda-CIP		bdeboeck							
208	CIP105269.31	BT05.255				6	Uganda-CIP		bdeboeck							
209	CIP105269.37	BT05.261				6	Uganda-CIP		bdeboeck							
210	CIP105269.38	BT05.262				6	Uganda-CIP		bdeboeck							
211	CIP105269.39	BT05.263				6	Uganda-CIP		bdeboeck							
212	CIP105269.4	BT05.224				6	Uganda-CIP		bdeboeck							
213	CIP105269.42	BT05.266				6	Uganda-CIP		bdeboeck							
214	CIP105269.43	BT05.267				6	Uganda-CIP		bdeboeck							
215	CIP105269.44	BT05.268				6	Uganda-CIP		bdeboeck							
216	CIP105269.45	BT05.269				6	Uganda-CIP		bdeboeck							
217	CIP105269.50	BT05.274				6	Uganda-CIP		bdeboeck							
218	CIP105269.51	BT05.275				6	Uganda-CIP		bdeboeck							
219	CIP105269.52	BT05.276				6	Uganda-CIP		bdeboeck							
220	CIP105269.54	BT05.280				6	Uganda-CIP		bdeboeck							
221	CIP105269.59	BT05.285				6	Uganda-CIP		bdeboeck							
222	CIP105269.6	BT05.226				6	Uganda-CIP		bdeboeck							
223	CIP105269.61	BT05.287				6	Uganda-CIP		bdeboeck							
224	CIP105269.62	BT05.288				6	Uganda-CIP		bdeboeck							
225	CIP105269.63	BT05.289				6	Uganda-CIP		bdeboeck							
226	CIP105269.65					6	Uganda-CIP		bdeboeck							
227	CIP105269.66	BT05.292				6	Uganda-CIP		bdeboeck							
228	CIP105269.68	BT05.296				6	Uganda-CIP		bdeboeck							
229	CIP105269.7	BT05.227				6	Uganda-CIP		bdeboeck							
230	CIP105269.70	BT05.300				6	Uganda-CIP		bdeboeck							
231	CIP105269.71	BT05.301				6	Uganda-CIP		bdeboeck							
232	CIP105269.72	BT05.302				6	Uganda-CIP		bdeboeck							
233	CIP105269.74	BT05.304				6	Uganda-CIP		bdeboeck							
234	CIP105269.75	BT05.305				6	Uganda-CIP		bdeboeck							
235	CIP105269.76	BT05.306				6	Uganda-CIP		bdeboeck							
236	CIP105269.78	BT05.308				6	Uganda-CIP		bdeboeck							
237	CIP105269.8	BT05.228				6	Uganda-CIP		bdeboeck							
238	CIP105269.80	BT05.310				6	Uganda-CIP		bdeboeck							
239	CIP105269.82	BT05.312				6	Uganda-CIP		bdeboeck							
240	CIP105269.83	BT05.313				6	Uganda-CIP		bdeboeck							
241	CIP105269.85	BT05.315				6	Uganda-CIP		bdeboeck							
242	CIP105269.86	BT05.316				6	Uganda-CIP		bdeboeck							
243	CIP105269.88	BT05.318				6	Uganda-CIP		bdeboeck							
244	CIP105269.89	BT05.319				6	Uganda-CIP		bdeboeck							
245	CIP105269.9	BT05.229				6	Uganda-CIP		bdeboeck							
246	CIP105269.90	BT05.320				6	Uganda-CIP		bdeboeck							
247	CIP105269.91	BT05.321				6	Uganda-CIP		bdeboeck							
248	CIP105269.92	BT05.322				6	Uganda-CIP		bdeboeck							
249	CIP105269.93	BT05.323				6	Uganda-CIP		bdeboeck							
250	CIP105269.94	BT05.324				6	Uganda-CIP		bdeboeck							
251	CIP105269.95	BT05.325				6	Uganda-CIP		bdeboeck							
252	CIP105269.97	BT05.327				6	Uganda-CIP		bdeboeck							
253	CIP105269.98	BT05.328				6	Uganda-CIP		bdeboeck							
254	CIP105269.99	BT05.329				6	Uganda-CIP		bdeboeck							
255	CIP107729.9					6	Uganda-CIP		bdeboeck							
256	CIP112143.10					6	Peru-CIP		bdeboeck							
257	CIP112144.1					6	Peru-CIP		bdeboeck							
258	CIP112144.2					6	Peru-CIP		bdeboeck							
259	CIP112145.1					6	Peru-CIP		bdeboeck							
260	CIP112145.2					6	Peru-CIP		bdeboeck							
261	CIP112145.4					6	Peru-CIP		bdeboeck							
262	CIP112145.5					6	Peru-CIP		bdeboeck							
263	CIP112146.1					6	Peru-CIP		bdeboeck							
264	CIP112146.11					6	Peru-CIP		bdeboeck							
265	CIP112146.12					6	Peru-CIP		bdeboeck							
266	CIP112146.13					6	Peru-CIP		bdeboeck							
267	CIP112146.16					6	Peru-CIP		bdeboeck							
268	CIP112146.18					6	Peru-CIP		bdeboeck							
269	CIP112146.19					6	Peru-CIP		bdeboeck							
270	CIP112146.3					6	Peru-CIP		bdeboeck							
271	CIP112146.4					6	Peru-CIP		bdeboeck							
272	CIP112146.5					6	Peru-CIP		bdeboeck							
273	CIP112146.6					6	Peru-CIP		bdeboeck							
274	CIP112146.7					6	Peru-CIP		bdeboeck							
275	CIP112146.9					6	Peru-CIP		bdeboeck							
276	CIP112147.1					6	Peru-CIP		bdeboeck							
277	CIP112147.11					6	Peru-CIP		bdeboeck							
278	CIP112147.15					6	Peru-CIP		bdeboeck							
279	CIP112147.17					6	Peru-CIP		bdeboeck							
280	CIP112147.2					6	Peru-CIP		bdeboeck							
281	CIP112147.20					6	Peru-CIP		bdeboeck							
282	CIP112147.5					6	Peru-CIP		bdeboeck							
283	CIP112147.8					6	Peru-CIP		bdeboeck							
284	CIP112148.16					6	Peru-CIP		bdeboeck							
285	CIP112149.1					6	Peru-CIP		bdeboeck							
286	CIP112149.10					6	Peru-CIP		bdeboeck							
287	CIP112149.12					6	Peru-CIP		bdeboeck							
288	CIP112149.14					6	Peru-CIP		bdeboeck							
289	CIP112149.15					6	Peru-CIP		bdeboeck							
290	CIP112149.17					6	Peru-CIP		bdeboeck							
291	CIP112149.18					6	Peru-CIP		bdeboeck							
292	CIP112149.21					6	Peru-CIP		bdeboeck							
293	CIP112149.3					6	Peru-CIP		bdeboeck							
294	CIP112149.4					6	Peru-CIP		bdeboeck							
295	CIP112149.5					6	Peru-CIP		bdeboeck							
296	CIP112149.9					6	Peru-CIP		bdeboeck							
297	CIP112150.1					6	Peru-CIP		bdeboeck							
298	CIP112150.12					6	Peru-CIP		bdeboeck							
299	CIP112150.14					6	Peru-CIP		bdeboeck							
300	CIP112150.15					6	Peru-CIP		bdeboeck							
301	CIP112150.3					6	Peru-CIP		bdeboeck							
302	CIP112150.7					6	Peru-CIP		bdeboeck							
303	CIP112151.2					6	Peru-CIP		bdeboeck							
304	CIP112151.3					6	Peru-CIP		bdeboeck							
305	CIP112152.1					6	Peru-CIP		bdeboeck							
306	CIP112152.11					6	Peru-CIP		bdeboeck							
307	CIP112152.12					6	Peru-CIP		bdeboeck							
308	CIP112152.14					6	Peru-CIP		bdeboeck							
309	CIP112152.17					6	Peru-CIP		bdeboeck							
310	CIP112152.3					6	Peru-CIP		bdeboeck							
311	CIP112152.7					6	Peru-CIP		bdeboeck							
312	CIP112152.8					6	Peru-CIP		bdeboeck							
313	CIP112152.9					6	Peru-CIP		bdeboeck							
314	CIP112153.2					6	Peru-CIP		bdeboeck							
315	CIP112154.3					6	Peru-CIP		bdeboeck							
316	CIP112155.1					6	Peru-CIP		bdeboeck							
317	CIP112155.2					6	Peru-CIP		bdeboeck							
318	CIP112155.3					6	Peru-CIP		bdeboeck							
319	CIP112156.4					6	Peru-CIP		bdeboeck							
320	CIP112158.3					6	Peru-CIP		bdeboeck							
321	CIP112158.4					6	Peru-CIP		bdeboeck							
322	CIP112158.6					6	Peru-CIP		bdeboeck							
323	CIP112160.1					6	Peru-CIP		bdeboeck							
324	CIP112161.1					6	Peru-CIP		bdeboeck							
325	CIP112161.2					6	Peru-CIP		bdeboeck							
326	CIP112161.4					6	Peru-CIP		bdeboeck							
327	CIP112161.5					6	Peru-CIP		bdeboeck							
328	CIP112162.1					6	Peru-CIP		bdeboeck							
329	CIP112162.2					6	Peru-CIP		bdeboeck							
330	CIP112162.3					6	Peru-CIP		bdeboeck							
331	CIP112162.4					6	Peru-CIP		bdeboeck							
332	CIP112162.6					6	Peru-CIP		bdeboeck							
333	CIP112162.7					6	Peru-CIP		bdeboeck							
334	CIP112163.1					6	Peru-CIP		bdeboeck							
335	CIP112163.3					6	Peru-CIP		bdeboeck							
336	CIP112164.1					6	Peru-CIP		bdeboeck							
337	CIP112164.10					6	Peru-CIP		bdeboeck							
338	CIP112164.11					6	Peru-CIP		bdeboeck							
339	CIP112164.12					6	Peru-CIP		bdeboeck							
340	CIP112164.13					6	Peru-CIP		bdeboeck							
341	CIP112164.14					6	Peru-CIP		bdeboeck							
342	CIP112164.2					6	Peru-CIP		bdeboeck							
343	CIP112164.4					6	Peru-CIP		bdeboeck							
344	CIP112164.8					6	Peru-CIP		bdeboeck							
345	CIP112164.9					6	Peru-CIP		bdeboeck							
346	CIP112165.2					6	Peru-CIP		bdeboeck							
347	CIP112165.3					6	Peru-CIP		bdeboeck							
348	CIP112166.1					6	Peru-CIP		bdeboeck							
349	CIP112166.2					6	Peru-CIP		bdeboeck							
350	CIP112166.6					6	Peru-CIP		bdeboeck							
351	CIP112168.1					6	Peru-CIP		bdeboeck							
352	CIP112168.2					6	Peru-CIP		bdeboeck							
353	CIP112168.3					6	Peru-CIP		bdeboeck							
354	CIP112168.4					6	Peru-CIP		bdeboeck							
355	CIP112168.6					6	Peru-CIP		bdeboeck							
356	CIP112169.1					6	Peru-CIP		bdeboeck							
357	CIP112169.3					6	Peru-CIP		bdeboeck							
358	CIP112169.4					6	Peru-CIP		bdeboeck							
359	CIP112169.5					6	Peru-CIP		bdeboeck							
360	CIP112169.6					6	Peru-CIP		bdeboeck							
361	CIP112169.7					6	Peru-CIP		bdeboeck							
362	CIP112169.8					6	Peru-CIP		bdeboeck							
363	CIP112170.1					6	Peru-CIP		bdeboeck							
364	CIP112170.3					6	Peru-CIP		bdeboeck							
365	CIP112170.4					6	Peru-CIP		bdeboeck							
366	CIP112170.5					6	Peru-CIP		bdeboeck							
367	CIP112170.7					6	Peru-CIP		bdeboeck							
368	CIP112170.8					6	Peru-CIP		bdeboeck							
369	CIP112170.9					6	Peru-CIP		bdeboeck							
370	CIP112172.4					6	Peru-CIP		bdeboeck							
371	CIP112172.5					6	Peru-CIP		bdeboeck							
372	CIP112172.7					6	Peru-CIP		bdeboeck							
373	CIP112172.8					6	Peru-CIP		bdeboeck							
374	CIP112173.11					6	Peru-CIP		bdeboeck							
375	CIP112173.13					6	Peru-CIP		bdeboeck							
376	CIP112173.16					6	Peru-CIP		bdeboeck							
377	CIP112173.3					6	Peru-CIP		bdeboeck							
378	CIP112173.4					6	Peru-CIP		bdeboeck							
379	CIP112173.5					6	Peru-CIP		bdeboeck							
380	CIP112175.2					6	Peru-CIP		bdeboeck							
381	CIP112175.3					6	Peru-CIP		bdeboeck							
382	CIP112175.5					6	Peru-CIP		bdeboeck							
383	CIP112175.6					6	Peru-CIP		bdeboeck							
384	CIP112176.1					6	Peru-CIP		bdeboeck							
385	CIP112176.4					6	Peru-CIP		bdeboeck							
386	CIP112177.1					6	Peru-CIP		bdeboeck							
387	CIP112177.10					6	Peru-CIP		bdeboeck							
388	CIP112177.13					6	Peru-CIP		bdeboeck							
389	CIP112177.14					6	Peru-CIP		bdeboeck							
390	CIP112177.15					6	Peru-CIP		bdeboeck							
391	CIP112177.16					6	Peru-CIP		bdeboeck							
392	CIP112177.17					6	Peru-CIP		bdeboeck							
393	CIP112177.18					6	Peru-CIP		bdeboeck							
394	CIP112177.19					6	Peru-CIP		bdeboeck							
395	CIP112177.3					6	Peru-CIP		bdeboeck							
396	CIP112177.4					6	Peru-CIP		bdeboeck							
397	CIP112177.5					6	Peru-CIP		bdeboeck							
398	CIP112177.7					6	Peru-CIP		bdeboeck							
399	CIP112177.8					6	Peru-CIP		bdeboeck							
400	CIP112177.9					6	Peru-CIP		bdeboeck							
401	CIP112178.10					6	Peru-CIP		bdeboeck							
402	CIP112178.11					6	Peru-CIP		bdeboeck							
403	CIP112178.12					6	Peru-CIP		bdeboeck							
404	CIP112178.13					6	Peru-CIP		bdeboeck							
405	CIP112178.2					6	Peru-CIP		bdeboeck							
406	CIP112178.3					6	Peru-CIP		bdeboeck							
407	CIP112178.4					6	Peru-CIP		bdeboeck							
408	CIP112178.5					6	Peru-CIP		bdeboeck							
409	CIP112178.7					6	Peru-CIP		bdeboeck							
410	CIP112179.1					6	Peru-CIP		bdeboeck							
411	CIP112179.2					6	Peru-CIP		bdeboeck							
412	CIP112179.4					6	Peru-CIP		bdeboeck							
413	CIP112179.6					6	Peru-CIP		bdeboeck							
414	CIP112179.8					6	Peru-CIP		bdeboeck							
415	CIP112179.9					6	Peru-CIP		bdeboeck							
416	CIP112184.1					6	Peru-CIP		bdeboeck							
417	CIP112184.10					6	Peru-CIP		bdeboeck							
418	CIP112184.12					6	Peru-CIP		bdeboeck							
419	CIP112184.14					6	Peru-CIP		bdeboeck							
420	CIP112184.16					6	Peru-CIP		bdeboeck							
421	CIP112184.4					6	Peru-CIP		bdeboeck							
422	CIP112184.5					6	Peru-CIP		bdeboeck							
423	CIP112184.6					6	Peru-CIP		bdeboeck							
424	CIP112184.8					6	Peru-CIP		bdeboeck							
425	CIP112185.1					6	Peru-CIP		bdeboeck							
426	CIP112185.10					6	Peru-CIP		bdeboeck							
427	CIP112185.11					6	Peru-CIP		bdeboeck							
428	CIP112185.12					6	Peru-CIP		bdeboeck							
429	CIP112185.13					6	Peru-CIP		bdeboeck							
430	CIP112185.15					6	Peru-CIP		bdeboeck							
431	CIP112185.16					6	Peru-CIP		bdeboeck							
432	CIP112185.17					6	Peru-CIP		bdeboeck							
433	CIP112185.2					6	Peru-CIP		bdeboeck							
434	CIP112185.3					6	Peru-CIP		bdeboeck							
435	CIP112185.4					6	Peru-CIP		bdeboeck							
436	CIP112185.8					6	Peru-CIP		bdeboeck							
437	CIP112186.1					6	Peru-CIP		bdeboeck							
438	CIP112186.10					6	Peru-CIP		bdeboeck							
439	CIP112186.11					6	Peru-CIP		bdeboeck							
440	CIP112186.12					6	Peru-CIP		bdeboeck							
441	CIP112186.15					6	Peru-CIP		bdeboeck							
442	CIP112186.18					6	Peru-CIP		bdeboeck							
443	CIP112186.2					6	Peru-CIP		bdeboeck							
444	CIP112186.3					6	Peru-CIP		bdeboeck							
